OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,TrackingNumber,ItemsInCart,CouponCode,TotalPrice,Has_Coupon,Order_Month,Avg_Item_Cart_Price,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_Gift Card,PaymentMethod_Online,OrderStatus_Delivered,OrderStatus_Pending,OrderStatus_Returned,OrderStatus_Shipped,ReferralSource_Facebook,ReferralSource_Google,ReferralSource_Instagram,ReferralSource_Referral
ORD200037,2024-10-14,C10054,Laptop,2,76.74,409 Main St,TRK94005261,7,SAVE10,153.48,1,10,21.925682963310052,False,False,False,False,False,False,True,False,False,False,True,False
ORD200038,2024-12-19,C15924,Laptop,1,245.89,549 Main St,TRK14835975,3,SAVE10,245.89,1,12,81.96306012313292,False,True,False,False,True,False,False,False,False,True,False,False
ORD200039,2025-02-27,C96664,Printer,3,256.46,666 Main St,TRK85508960,4,SAVE10,769.38,1,2,192.34451913870217,True,False,False,False,True,False,False,False,False,False,False,True
ORD200040,2023-08-20,C84766,Desk,2,344.02,267 Main St,TRK78967923,4,FREESHIP,688.04,1,8,172.00956997607506,False,False,False,True,True,False,False,False,False,False,True,False
ORD200041,2023-12-05,C20212,Monitor,3,611.45,657 Main St,TRK69733327,4,FREESHIP,1834.35,1,12,458.5863535341162,False,False,True,False,False,True,False,False,False,False,True,False
ORD200042,2024-05-06,C28712,Printer,2,151.66,980 Main St,TRK40772558,6,,303.32,0,5,50.5532490779182,False,False,False,False,False,False,False,False,False,False,True,False
ORD200043,2023-12-14,C60572,Chair,3,499.21,871 Main St,TRK20351666,8,,1497.63,0,12,187.20351599560502,False,False,False,True,False,False,False,False,False,False,True,False
ORD200044,2025-04-21,C73225,Phone,2,550.18,996 Main St,TRK73848522,3,FREESHIP,1100.36,1,4,366.7854440485198,False,False,True,False,False,False,True,False,False,False,False,True
ORD200045,2024-02-10,C17388,Chair,1,317.25,157 Main St,TRK47077395,1,SAVE10,317.25,1,2,317.24682753172465,False,True,False,False,False,False,True,False,True,False,False,False
ORD200046,2024-06-26,C43212,Monitor,4,550.14,223 Main St,TRK25100762,4,FREESHIP,2200.56,1,6,550.1386246534385,False,True,False,False,False,True,False,False,False,False,True,False
ORD200047,2023-07-19,C38134,Desk,2,209.94,323 Main St,TRK42450754,3,FREESHIP,419.88,1,7,139.95953346822176,True,False,False,False,False,False,True,False,False,False,False,False
ORD200048,2023-08-26,C12408,Monitor,2,80.77,464 Main St,TRK38938858,4,,161.54,0,8,40.384899037752405,False,True,False,False,False,False,False,True,False,True,False,False
ORD200049,2023-10-07,C11985,Printer,1,30.44,633 Main St,TRK53272402,1,SAVE10,30.44,1,10,30.43969560304397,True,False,False,False,False,False,False,True,False,False,False,False
ORD200050,2023-07-31,C96494,Tablet,1,179.22,446 Main St,TRK14675049,6,FREESHIP,179.22,1,7,29.86995021674964,False,False,False,True,False,False,False,False,False,False,True,False
ORD200051,2024-12-30,C36778,Tablet,1,388.33,434 Main St,TRK67610289,2,SAVE10,388.33,1,12,194.16402917985408,False,False,False,False,False,False,True,False,True,False,False,False
ORD200052,2024-09-08,C30513,Tablet,1,586.44,232 Main St,TRK64320429,5,SAVE10,586.44,1,9,117.28776542446917,False,False,False,True,False,False,True,False,True,False,False,False
ORD200053,2024-05-18,C67551,Phone,4,488.78,512 Main St,TRK94992552,5,FREESHIP,1955.12,1,5,391.0232179535641,False,False,False,True,False,False,True,False,False,True,False,False
ORD200054,2025-03-27,C48120,Chair,1,280.25,623 Main St,TRK11014449,5,WINTER15,280.25,1,3,56.049887900224206,False,False,False,True,False,True,False,False,False,False,False,False
ORD200055,2025-06-24,C95984,Printer,3,344.4,565 Main St,TRK67434829,3,,1033.2,0,6,344.3988520038267,False,False,False,True,False,False,False,False,True,False,False,False
ORD200056,2023-05-21,C54298,Tablet,3,479.21,566 Main St,TRK62902341,5,WINTER15,1437.63,1,5,287.52542494915014,False,False,False,False,False,False,False,False,False,False,False,True
ORD200057,2023-01-22,C88036,Printer,5,314.27,842 Main St,TRK52470128,6,SAVE10,1571.35,1,1,261.89123018128305,False,False,False,False,False,False,True,False,False,False,True,False
ORD200058,2023-01-15,C60190,Phone,4,474.69,202 Main St,TRK70857868,6,SAVE10,1898.76,1,1,316.45947256754573,False,False,True,False,False,False,False,False,False,True,False,False
ORD200059,2024-09-11,C97603,Chair,4,593.27,811 Main St,TRK47055028,5,,2373.08,0,9,474.61505076989846,False,False,False,True,False,False,False,True,True,False,False,False
ORD200060,2024-08-21,C39256,Desk,1,417.1,634 Main St,TRK23412025,3,FREESHIP,417.1,1,8,139.03286989043372,False,True,False,False,False,False,True,False,False,False,False,True
ORD200061,2024-03-24,C61618,Desk,4,122.2,104 Main St,TRK43458485,7,FREESHIP,488.8,1,3,69.8284716736119,False,False,False,False,True,False,False,False,True,False,False,False
ORD200062,2023-08-22,C36497,Desk,2,43.15,691 Main St,TRK12102911,3,WINTER15,86.3,1,8,28.766570778097403,False,True,False,False,False,True,False,False,False,False,False,False
ORD200063,2025-02-02,C96695,Chair,1,564.86,813 Main St,TRK64283851,6,WINTER15,564.86,1,2,94.1431764280393,False,True,False,False,False,False,False,True,False,False,False,True
ORD200064,2025-06-25,C49720,Printer,3,130.61,752 Main St,TRK55785217,4,FREESHIP,391.83,1,6,97.95725510686223,False,True,False,False,False,False,False,False,True,False,False,False
ORD200065,2023-12-30,C97735,Monitor,5,81.7,385 Main St,TRK13743703,6,,408.5,0,12,68.08321986130024,True,False,False,False,True,False,False,False,False,False,True,False
ORD200066,2024-11-15,C18104,Chair,5,127.18,715 Main St,TRK15488568,9,SAVE10,635.9,1,11,70.65547704946995,False,False,False,False,False,False,False,False,False,False,False,True
ORD200067,2024-12-09,C25587,Printer,4,12.1,440 Main St,TRK55105323,8,,48.4,0,12,6.049992437509453,False,True,False,False,False,False,False,False,False,True,False,False
ORD200068,2023-12-11,C41598,Chair,3,490.92,709 Main St,TRK81665940,5,FREESHIP,1472.76,1,12,294.55141089717824,True,False,False,False,False,True,False,False,False,False,False,False
ORD200069,2023-05-11,C43338,Monitor,3,478.65,552 Main St,TRK35241775,4,,1435.95,0,5,358.98660253349374,False,False,False,True,False,False,False,True,False,False,False,True
ORD200070,2023-05-26,C25123,Desk,1,629.21,384 Main St,TRK27812282,2,FREESHIP,629.21,1,5,314.6034269828651,False,False,True,False,False,True,False,False,False,False,True,False
ORD200071,2025-06-10,C37454,Monitor,3,434.45,923 Main St,TRK28252730,4,,1303.35,0,6,325.8366854082865,True,False,False,False,False,True,False,False,False,False,False,True
ORD200072,2024-12-22,C19451,Tablet,4,589.44,942 Main St,TRK87787793,5,,2357.76,0,12,471.55105689788627,False,False,True,False,False,False,True,False,True,False,False,False
ORD200073,2023-05-03,C17269,Monitor,4,433.45,129 Main St,TRK79608389,4,,1733.8,0,5,433.4489163777091,False,False,True,False,False,False,False,False,True,False,False,False
ORD200074,2023-06-24,C25382,Phone,5,90.87,622 Main St,TRK64691287,5,,454.35,0,6,90.86981826036349,False,False,False,False,False,True,False,False,False,False,True,False
ORD200075,2023-09-26,C80651,Tablet,3,398.17,917 Main St,TRK14846720,5,SAVE10,1194.51,1,9,238.90152219695563,False,True,False,False,True,False,False,False,False,False,False,False
ORD200076,2024-03-31,C58638,Laptop,4,382.88,239 Main St,TRK38224871,6,WINTER15,1531.52,1,3,255.25290791182016,False,False,False,False,False,False,False,False,False,False,False,False
ORD200077,2024-05-24,C50121,Phone,1,583.18,348 Main St,TRK79810059,5,,583.18,0,5,116.63576672846654,True,False,False,False,False,False,True,False,False,True,False,False
ORD200078,2024-08-06,C32029,Printer,4,175.36,146 Main St,TRK68535532,4,FREESHIP,701.44,1,8,175.35956160109603,False,True,False,False,True,False,False,False,False,False,True,False
ORD200079,2025-03-10,C76700,Tablet,2,311.91,103 Main St,TRK13036341,2,,623.82,0,3,311.9084404577977,False,False,False,True,False,False,False,True,True,False,False,False
ORD200080,2023-06-27,C29041,Phone,3,589.56,591 Main St,TRK28840655,6,,1768.68,0,6,294.77950870081884,False,False,False,True,False,False,True,False,True,False,False,False
ORD200081,2023-06-08,C29314,Monitor,2,394.3,496 Main St,TRK59876213,6,FREESHIP,788.6,1,6,131.43311427814288,False,False,False,False,False,False,False,True,False,False,False,False
ORD200082,2024-01-05,C65799,Tablet,4,565.2,971 Main St,TRK66906607,9,SAVE10,2260.8,1,1,251.19972088919906,False,True,False,False,False,False,False,True,False,True,False,False
ORD200083,2023-08-22,C15681,Laptop,4,540.41,989 Main St,TRK75112172,6,,2161.64,0,8,360.2727328787785,True,False,False,False,False,False,False,False,False,False,False,True
ORD200084,2023-08-28,C64160,Monitor,2,165.49,967 Main St,TRK34121529,4,WINTER15,330.98,1,8,82.74479313801717,False,False,False,True,False,False,False,True,False,False,True,False
ORD200085,2024-09-09,C14553,Tablet,3,146.73,768 Main St,TRK93538334,8,FREESHIP,440.19,1,9,55.02368122039848,False,False,False,False,True,False,False,False,False,False,False,False
ORD200086,2024-06-19,C88205,Printer,5,643.03,447 Main St,TRK93504166,5,FREESHIP,3215.15,1,6,643.0287139425722,False,False,False,True,False,False,False,False,False,False,False,True
ORD200087,2024-10-10,C91245,Tablet,3,225.11,915 Main St,TRK46976391,4,SAVE10,675.33,1,10,168.83207791980522,False,False,False,False,False,False,False,True,True,False,False,False
ORD200088,2025-06-05,C75439,Desk,3,114.81,318 Main St,TRK19831653,7,,344.43,0,6,49.2042154225494,False,False,True,False,False,False,False,False,False,True,False,False
ORD200089,2025-02-25,C17181,Printer,5,455.33,291 Main St,TRK78912978,8,FREESHIP,2276.65,1,2,284.58089427388217,True,False,False,False,False,False,False,False,False,True,False,False
ORD200090,2023-09-18,C36540,Chair,4,182.08,611 Main St,TRK35828122,4,SAVE10,728.32,1,9,182.079544801138,False,False,True,False,True,False,False,False,False,False,False,False
ORD200091,2023-03-15,C98216,Laptop,5,492.75,196 Main St,TRK40986666,6,WINTER15,2463.75,1,3,410.6243156261406,False,False,False,False,False,False,False,True,False,False,False,True
ORD200092,2024-06-10,C29568,Printer,4,48.61,203 Main St,TRK46531075,7,FREESHIP,194.44,1,6,27.777103175566893,False,False,False,True,False,False,False,True,True,False,False,False
ORD200093,2023-01-14,C97262,Desk,4,431.01,837 Main St,TRK65990229,7,,1724.04,0,1,246.29107672703324,True,False,False,False,False,False,True,False,False,False,False,True
ORD200094,2023-02-11,C79821,Chair,1,531.18,781 Main St,TRK12780193,6,WINTER15,531.18,1,2,88.52985245024591,False,False,True,False,False,False,True,False,False,False,True,False
ORD200095,2023-03-24,C76761,Printer,4,117.51,839 Main St,TRK60179774,7,,470.04,0,3,67.14847550217786,False,True,False,False,False,False,True,False,False,False,False,True
ORD200096,2024-06-01,C93007,Phone,2,232.83,103 Main St,TRK85696091,7,,465.66,0,6,66.52276211033985,False,False,True,False,True,False,False,False,False,False,True,False
ORD200097,2025-01-21,C15624,Tablet,5,619.52,922 Main St,TRK40621141,9,,3097.6,0,1,344.1773953584496,False,True,False,False,False,True,False,False,False,False,False,False
ORD200098,2023-01-14,C70921,Printer,2,228.54,533 Main St,TRK54983109,3,,457.08,0,1,152.35949213502622,False,True,False,False,False,True,False,False,False,False,False,False
ORD200099,2025-04-12,C30477,Printer,1,201.58,717 Main St,TRK51829648,2,WINTER15,201.58,1,4,100.78949605251974,False,True,False,False,False,False,False,False,False,False,False,False
ORD200100,2023-02-17,C74866,Phone,3,664.79,743 Main St,TRK53783265,6,,1994.37,0,2,332.3944460092566,False,False,False,True,True,False,False,False,True,False,False,False
ORD200101,2023-11-25,C15283,Printer,1,381.02,152 Main St,TRK19286291,6,,381.02,0,11,63.503227494620845,False,False,False,False,False,False,False,True,False,True,False,False
ORD200102,2023-03-08,C18037,Laptop,2,70.34,944 Main St,TRK47362236,3,FREESHIP,140.68,1,3,46.89317702274326,False,False,True,False,False,False,False,False,False,False,False,False
ORD200103,2025-01-25,C62656,Phone,4,218.43,514 Main St,TRK86296459,9,SAVE10,873.72,1,1,97.07989213345319,True,False,False,False,False,False,False,False,False,False,False,False
ORD200104,2024-07-30,C65744,Phone,1,582.04,647 Main St,TRK39906058,1,FREESHIP,582.04,1,7,582.0341796582034,False,False,True,False,True,False,False,False,False,False,False,False
ORD200105,2024-10-24,C72290,Printer,3,185.4,810 Main St,TRK68792129,7,,556.2,0,10,79.45702934710094,False,False,True,False,False,False,False,False,True,False,False,False
ORD200106,2023-09-08,C73514,Desk,3,465.05,126 Main St,TRK96777924,3,SAVE10,1395.15,1,9,465.0484498385006,True,False,False,False,False,False,False,False,False,False,False,False
ORD200107,2023-03-27,C16775,Printer,5,670.75,848 Main St,TRK34392124,8,FREESHIP,3330.4075,1,3,416.3004171244786,False,False,True,False,False,False,False,True,False,False,True,False
ORD200108,2024-12-28,C33099,Laptop,5,48.38,522 Main St,TRK28522330,9,WINTER15,241.9,1,12,26.87774791361343,False,False,True,False,True,False,False,False,False,False,False,False
ORD200109,2023-09-17,C51157,Desk,3,592.87,131 Main St,TRK18674578,3,FREESHIP,1778.61,1,9,592.8680237732541,False,False,True,False,False,False,False,True,False,False,False,True
ORD200110,2024-04-21,C74562,Tablet,1,220.77,388 Main St,TRK32062079,5,FREESHIP,220.77,1,4,44.15391169217662,False,False,True,False,False,True,False,False,False,False,True,False
ORD200111,2025-05-07,C95271,Desk,3,309.22,620 Main St,TRK74904969,7,FREESHIP,927.66,1,5,132.52266782476025,False,False,False,True,False,False,False,False,False,True,False,False
ORD200112,2023-01-01,C81366,Monitor,1,410.6,423 Main St,TRK17062206,2,WINTER15,410.6,1,1,205.29897350513247,False,False,False,True,False,False,False,False,False,False,False,True
ORD200113,2024-01-17,C65905,Laptop,5,190.08,605 Main St,TRK73954365,9,FREESHIP,950.4,1,1,105.59988266679704,False,False,False,False,False,False,False,True,False,False,True,False
ORD200114,2025-01-27,C77272,Monitor,5,498.48,115 Main St,TRK29708128,8,SAVE10,2492.4,1,1,311.5496105629868,False,False,False,True,False,True,False,False,False,True,False,False
ORD200115,2023-11-27,C32580,Phone,5,374.99,122 Main St,TRK23670394,9,SAVE10,1874.95,1,11,208.32754630272635,False,False,False,True,False,False,False,True,True,False,False,False
ORD200116,2023-03-19,C47761,Printer,4,291.35,109 Main St,TRK66669207,6,WINTER15,1165.4,1,3,194.2330096116507,True,False,False,False,False,False,False,False,True,False,False,False
ORD200117,2023-03-08,C49187,Tablet,1,535.5,593 Main St,TRK81888598,5,WINTER15,535.5,1,3,107.0997858004284,False,False,True,False,False,False,False,False,False,False,False,True
ORD200118,2023-10-09,C27898,Printer,5,502.71,807 Main St,TRK61957665,7,FREESHIP,2513.55,1,10,359.0780584599165,False,False,True,False,False,False,False,True,False,True,False,False
ORD200119,2025-06-11,C14683,Desk,2,534.67,187 Main St,TRK47373682,7,FREESHIP,1069.34,1,6,152.76263891051585,False,True,False,False,False,False,False,True,False,False,False,True
ORD200120,2023-04-11,C58108,Tablet,4,629.34,986 Main St,TRK66218053,4,WINTER15,2517.36,1,4,629.3384266539334,False,False,False,False,False,False,False,False,False,False,True,False
ORD200121,2023-11-30,C89822,Desk,1,410.78,673 Main St,TRK24138598,1,FREESHIP,410.78,1,11,410.77589224107754,False,False,False,False,False,False,False,False,False,False,True,False
ORD200122,2024-04-15,C96787,Laptop,2,533.02,588 Main St,TRK30422853,2,,1066.04,0,4,533.0173349133254,False,False,True,False,False,False,False,True,True,False,False,False
ORD200123,2023-07-06,C86064,Desk,3,278.04,727 Main St,TRK62182901,5,,834.12,0,7,166.82366635266732,False,False,False,True,True,False,False,False,False,False,True,False
ORD200124,2024-07-28,C97148,Printer,4,283.79,563 Main St,TRK85321126,8,,1135.16,0,7,141.89482263147173,False,False,False,True,False,True,False,False,False,True,False,False
ORD200125,2024-11-06,C91099,Phone,2,512.65,758 Main St,TRK81846174,5,SAVE10,1025.3,1,11,205.05958988082025,True,False,False,False,False,False,False,True,False,False,False,False
ORD200126,2025-05-03,C55606,Desk,4,275.5,353 Main St,TRK68250319,8,FREESHIP,1102.0,1,5,137.74982781271524,False,False,True,False,False,False,False,True,False,True,False,False
ORD200127,2023-08-10,C71486,Desk,3,469.32,365 Main St,TRK73929833,3,,1407.96,0,8,469.31843560521463,False,True,False,False,False,False,False,True,False,True,False,False
ORD200128,2023-02-17,C86408,Tablet,4,21.07,244 Main St,TRK41432648,4,FREESHIP,84.28,1,2,21.06994732513169,False,False,True,False,True,False,False,False,False,True,False,False
ORD200129,2023-10-27,C52751,Laptop,4,263.93,427 Main St,TRK72481234,4,FREESHIP,1055.72,1,10,263.9293401766496,False,True,False,False,False,False,False,True,True,False,False,False
ORD200130,2025-01-22,C29059,Desk,3,501.3,513 Main St,TRK88360704,3,WINTER15,1503.9,1,1,501.29832900557,False,False,False,True,False,False,False,False,True,False,False,False
ORD200131,2023-01-08,C72862,Tablet,1,84.8,606 Main St,TRK51648833,5,,84.8,0,1,16.95996608006784,False,False,True,False,False,True,False,False,False,False,True,False
ORD200132,2023-03-28,C96257,Tablet,4,450.75,583 Main St,TRK13137948,6,WINTER15,1803.0,1,3,300.4994991675014,True,False,False,False,False,False,False,True,False,False,False,False
ORD200133,2025-06-20,C87432,Chair,4,302.05,636 Main St,TRK68969625,6,SAVE10,1208.2,1,6,201.36633105611492,False,True,False,False,False,False,False,False,False,True,False,False
ORD200134,2025-06-23,C16253,Laptop,2,199.7,583 Main St,TRK17354894,4,,399.4,0,6,99.84975037562407,False,False,False,False,False,True,False,False,False,False,False,False
ORD200135,2023-08-04,C79909,Printer,2,68.81,642 Main St,TRK86742257,5,SAVE10,137.62,1,8,27.5239449521101,False,False,True,False,False,False,False,True,False,False,False,True
ORD200136,2024-04-27,C73370,Laptop,1,44.35,595 Main St,TRK67820278,1,SAVE10,44.35,1,4,44.34955650443496,False,False,True,False,False,False,False,False,False,False,True,False
ORD200137,2024-11-26,C50682,Monitor,2,250.98,598 Main St,TRK12242337,5,,501.96,0,11,100.39179921640157,True,False,False,False,True,False,False,False,False,True,False,False
ORD200138,2023-12-21,C21905,Tablet,1,298.06,478 Main St,TRK31863841,3,WINTER15,298.06,1,12,99.35300215665947,False,True,False,False,False,True,False,False,False,True,False,False
ORD200139,2023-04-10,C61440,Phone,1,583.9,714 Main St,TRK33114521,1,,583.9,0,4,583.8941610583894,False,False,False,False,False,False,True,False,False,False,False,False
ORD200140,2025-05-31,C33110,Chair,3,528.14,388 Main St,TRK38624225,3,FREESHIP,1584.42,1,5,528.1382395392015,False,False,False,True,True,False,False,False,False,False,False,False
ORD200141,2023-11-18,C80004,Printer,3,684.14,151 Main St,TRK66230753,3,WINTER15,2052.42,1,11,684.1377195409349,False,False,False,False,False,False,False,False,False,False,True,False
ORD200142,2023-09-06,C86374,Desk,5,272.77,573 Main St,TRK79451491,7,WINTER15,1363.85,1,9,194.8354359493772,False,False,False,False,False,True,False,False,False,False,False,False
ORD200143,2024-06-13,C66521,Chair,4,400.07,933 Main St,TRK34654244,5,,1600.28,0,6,320.0553598892802,False,False,False,True,False,False,False,True,False,False,False,True
ORD200144,2023-08-04,C63365,Desk,5,219.78,895 Main St,TRK80100887,8,,1098.9,0,8,137.36232829708965,True,False,False,False,False,True,False,False,True,False,False,False
ORD200145,2024-03-02,C85929,Printer,3,146.91,798 Main St,TRK29318610,6,FREESHIP,440.73,1,3,73.45487757520405,True,False,False,False,True,False,False,False,False,True,False,False
ORD200146,2025-04-30,C84645,Tablet,2,411.49,404 Main St,TRK68893369,4,,822.98,0,4,205.74448563878593,True,False,False,False,False,False,True,False,False,False,True,False
ORD200147,2025-05-06,C46316,Laptop,2,465.18,893 Main St,TRK16196000,2,SAVE10,930.36,1,5,465.1776741116294,True,False,False,False,False,False,False,False,False,True,False,False
ORD200148,2024-12-15,C35100,Phone,2,319.91,139 Main St,TRK56853491,3,WINTER15,639.82,1,12,213.27262242459193,True,False,False,False,False,False,False,False,False,True,False,False
ORD200149,2023-12-27,C39671,Laptop,1,217.56,174 Main St,TRK47153818,3,,217.56,0,12,72.51975826747244,False,True,False,False,True,False,False,False,True,False,False,False
ORD200150,2023-12-13,C25503,Phone,2,105.57,981 Main St,TRK29878837,5,WINTER15,211.14,1,12,42.227915544168916,False,True,False,False,False,False,True,False,False,True,False,False
ORD200151,2023-12-01,C32960,Printer,5,444.76,947 Main St,TRK91226500,7,,2223.8,0,12,317.68526044962795,False,True,False,False,False,False,True,False,False,False,False,False
ORD200152,2025-01-02,C77736,Chair,2,399.04,659 Main St,TRK90329250,3,FREESHIP,798.08,1,1,266.02577991406696,False,False,False,False,False,False,False,False,False,False,False,True
ORD200153,2024-12-18,C71570,Chair,4,534.48,437 Main St,TRK95992269,9,WINTER15,2137.92,1,12,237.5464027262192,False,False,False,True,False,False,True,False,False,False,True,False
